CE-CO,CE-PM10,julian_day,hour
10.85314685314682,43.07692307692294,10,11
10.573426573426541,41.50349650349637,10,12
10.055944055944025,39.993006993006865,10,13
9.265734265734237,38.629370629370506,10,14
8.33566433566431,37.405594405594286,10,15
7.489510489510465,36.19580419580409,10,16
6.783216783216762,35.16783216783206,10,17
6.412587412587392,34.3076923076922,10,18
6.328671328671309,33.54545454545444,10,19
6.734265734265713,33.25874125874115,10,20
7.332167832167809,33.195804195804094,10,21
7.8097760825033316,33.58041958041947,10,22
8.163302606484399,33.82517482517472,10,23
8.454727091090701,33.95804195804185,11,0
8.519380871653572,33.99300699300689,11,1
7.160960251869321,33.91608391608381,11,2
6.938905791178497,33.69930069930059,11,3
7.909161545525157,33.76223776223765,11,4
9.68011912330091,33.94405594405583,11,5
12.055974328701563,34.48251748251737,11,6
14.701062826062778,35.30769230769219,11,7
17.692307692307637,36.42657342657331,11,8
20.324050949050886,37.35664335664324,11,9
22.183705183705115,38.230769230769106,11,10
22.83653846153839,39.27972027972015,11,11
21.822177822177753,40.5244755244754,11,12
19.210955710955652,41.90909090909078,11,13
15.07692307692303,43.31468531468518,11,14
12.188811188811151,44.6363636363635,11,15
9.531468531468501,46.11888111888098,11,16
7.188811188811165,47.391608391608244,11,17
5.587412587412569,48.559440559440404,11,18
4.804195804195789,49.18881118881103,11,19
5.118881118881102,49.41258741258726,11,20
6.27972027972026,49.118881118880964,11,21
7.87412587412585,48.53146853146838,11,22
9.573426573426543,48.454545454545304,11,23
11.08391608391605,48.881118881118724,12,0
12.342657342657304,49.54545454545439,12,1
13.363636363636322,50.55244755244739,12,2
14.132867132867089,52.11888111888096,12,3
14.853146853146807,54.03496503496487,12,4
15.727272727272677,56.0769230769229,12,5
16.741258741258687,58.45454545454527,12,6
17.741258741258687,60.92307692307673,12,7
18.90909090909085,63.531468531468335,12,8
20.286713286713223,66.02097902097881,12,9
21.40559440559434,68.45454545454524,12,10
21.853146853146786,70.48951048951027,12,11
21.783216783216716,71.86713286713264,12,12
20.9650349650349,72.18881118881096,12,13
19.608391608391546,72.3146853146851,12,14
17.96503496503491,72.46153846153823,12,15
16.314685314685264,72.67832167832145,12,16
14.874125874125827,72.9370629370627,12,17
13.55244755244751,73.7272727272725,12,18
12.580419580419541,74.78321678321655,12,19
12.034965034964998,76.31468531468508,12,20
11.762237762237724,78.0419580419578,12,21
11.335664335664301,79.99300699300674,12,22
10.916083916083883,81.20279720279694,12,23
10.664335664335631,82.09090909090884,13,0
10.188811188811158,83.83216783216757,13,1
9.482517482517453,84.90209790209764,13,2
8.846153846153818,84.72027972027945,13,3
8.33566433566431,83.72727272727246,13,4
8.006993006992982,81.54545454545429,13,5
7.7482517482517235,78.18881118881094,13,6
7.6783216783216535,73.80419580419559,13,7
7.59440559440557,68.97902097902076,13,8
7.5874125874125635,63.94405594405575,13,9
7.811188811188787,59.04895104895087,13,10
8.111888111888087,54.68531468531451,13,11
8.33566433566431,51.4545454545453,13,12
8.314685314685288,49.7692307692306,13,13
8.111888111888087,47.230769230769084,13,14
8.174825174825148,44.6433566433565,13,15
8.307692307692282,42.335664335664205,13,16
8.622377622377595,40.19580419580407,13,17
8.986013986013958,37.97902097902086,13,18
9.496503496503466,36.05594405594394,13,19
10.083916083916051,34.38461538461528,13,20
10.769230769230736,33.216783216783114,13,21
11.650349650349614,32.37762237762228,13,22
12.335664335664298,31.61538461538452,13,23
12.83216783216779,30.755244755244657,14,0
12.993006993006952,29.685314685314594,14,1
13.069930069930031,28.342657342657255,14,2
13.25174825174821,27.097902097902015,14,3
13.419580419580377,25.90909090909083,14,4
13.545454545454502,25.11888111888104,14,5
13.615384615384574,24.489510489510412,14,6
13.706293706293664,24.24475524475517,14,7
13.678321678321636,24.28671328671321,14,8
13.559440559440517,24.748251748251672,14,9
13.405594405594364,25.42657342657335,14,10
12.748251748251707,25.923076923076845,14,11
11.762237762237726,26.146853146853065,14,12
10.545454545454513,26.006993006992925,14,13
9.286713286713258,25.81118881118873,14,14
8.097902097902072,25.49650349650342,14,15
6.999999999999978,25.013986013985935,14,16
6.216783216783197,24.713286713286635,14,17
6.006993006992987,24.097902097902022,14,18
6.356643356643336,23.545454545454472,14,19
7.286713286713264,23.097902097902026,14,20
8.776223776223748,22.95104895104888,14,21
10.594405594405561,22.685314685314612,14,22
12.531468531468493,22.433566433566366,14,23
14.65734265734261,22.20979020979014,15,0
16.475524475524423,22.1678321678321,15,1
18.53846153846148,22.216783216783146,15,2
21.160839160839092,22.4685314685314,15,3
23.937062937062862,23.069930069929995,15,4
26.82517482517474,24.21678321678314,15,5
29.67132867132858,25.433566433566355,15,6
32.132867132867034,27.041958041957955,15,7
34.09090909090898,28.748251748251658,15,8
35.41958041958031,30.33566433566424,15,9
35.55244755244745,31.482517482517387,15,10
33.83216783216773,32.573426573426474,15,11
30.34265734265725,33.314685314685214,15,12
25.454545454545375,33.59440559440549,15,13
20.559440559440496,33.46853146853137,15,14
16.076923076923023,33.4055944055943,15,15
12.090909090909053,33.195804195804094,15,16
8.965034965034937,33.42657342657332,15,17
7.034965034965012,33.87412587412577,15,18
6.272727272727252,34.46853146853136,15,19
6.825174825174804,35.06293706293695,15,20
8.293706293706268,35.74125874125863,15,21
9.860139860139828,36.58741258741247,15,22
10.916083916083881,37.45454545454534,15,23
11.748251748251711,38.104895104894986,16,0
12.32167832167828,38.53146853146841,16,1
12.846153846153806,38.89510489510477,16,2
13.146853146853106,39.06293706293694,16,3
13.447552447552404,38.83916083916072,16,4
13.80419580419576,38.76223776223764,16,5
14.349650349650304,38.510489510489386,16,6
15.139860139860092,38.44055944055932,16,7
16.09090909090904,38.63636363636351,16,8
17.055944055944003,39.18181818181806,16,9
17.74825174825169,39.930069930069806,16,10
18.139860139860083,40.811188811188686,16,11
17.923076923076867,41.678321678321545,16,12
16.972027972027917,42.538461538461405,16,13
15.685314685314637,43.2307692307691,16,14
14.391608391608347,43.720279720279585,16,15
14.118881118881074,44.39160839160825,16,16
15.104895104895055,45.21678321678307,16,17
17.454545454545396,46.104895104894965,16,18
20.986013986013923,47.314685314685164,16,19
27.706293706293618,48.6573426573425,16,20
33.34965034965025,49.94405594405579,16,21
37.56763438581609,51.0629370629369,16,22
40.21980292434826,51.67132867132851,16,23
40.95658886567965,51.88811188811172,17,0
40.168768100586156,51.9580419580418,17,1
39.38830866103581,51.94405594405578,17,2
37.85297278479084,52.44755244755228,17,3
36.06625697534777,54.05594405594388,17,4
34.16802137256672,56.08391608391591,17,5
32.67574849393021,58.24475524475506,17,6
32.08594183594174,60.62237762237743,17,7
33.28671328671318,62.95104895104875,17,8
32.41283716283706,65.47552447552427,17,9
30.569208569208474,67.84615384615363,17,10
28.145104895104808,70.16083916083893,17,11
25.49950049950042,72.223776223776,17,12
22.994172494172425,74.06293706293684,17,13
21.279720279720213,75.59440559440534,17,14
18.69930069930064,76.88111888111864,17,15
15.944055944055894,78.11888111888088,17,16
13.139860139860097,78.48951048951024,17,17
10.797202797202763,78.1398601398599,17,18
9.153846153846125,77.48951048951025,17,19
8.559440559440532,76.60139860139836,17,20
8.909090909090882,75.68531468531445,17,21
9.370629370629342,74.91608391608368,17,22
10.328671328671296,74.49650349650327,17,23
11.370629370629334,73.79720279720257,18,0
12.440559440559403,72.70629370629348,18,1
13.594405594405552,71.07692307692285,18,2
14.678321678321634,69.08391608391587,18,3
15.664335664335614,66.76223776223756,18,4
16.587412587412533,64.06993006992987,18,5
17.790209790209733,61.19580419580401,18,6
19.16783216783211,58.94405594405576,18,7
20.811188811188746,57.60139860139842,18,8
22.531468531468462,56.44055944055927,18,9
23.566433566433492,55.65034965034948,18,10
23.839160839160765,55.16083916083899,18,11
22.993006993006922,54.524475524475356,18,12
21.433566433566366,53.7762237762236,18,13
19.14685314685309,53.03496503496487,18,14
16.405594405594357,52.902097902097736,18,15
13.57342657342653,53.18881118881102,18,16
11.10489510489507,54.21678321678304,18,17
9.314685314685285,55.81818181818164,18,18
8.041958041958017,58.32867132867115,18,19
7.510489510489487,61.146853146852955,18,20
7.440559440559417,63.52447552447532,18,21
7.265734265734244,65.22377622377603,18,22
7.174825174825152,66.71328671328651,18,23
6.853146853146832,67.4965034965033,19,0
6.433566433566413,67.88811188811167,19,1
5.853146853146835,68.37062937062916,19,2
5.405594405594388,69.30069930069908,19,3
5.447552447552431,70.37062937062915,19,4
5.923076923076904,71.68531468531447,19,5
6.839160839160818,73.18181818181795,19,6
8.097902097902072,74.32167832167809,19,7
9.664335664335635,75.34965034965012,19,8
11.335664335664301,76.40559440559417,19,9
12.81818181818178,76.99999999999976,19,10
13.986013986013942,77.91608391608366,19,11
14.573426573426527,78.51048951048926,19,12
14.49650349650345,79.47552447552422,19,13
14.237762237762194,80.81118881118856,19,14
13.895104895104852,82.06993006992981,19,15
13.517482517482476,83.18881118881093,19,16
13.244755244755204,84.10489510489484,19,17
13.1398601398601,85.0629370629368,19,18
13.279720279720237,85.94405594405566,19,19
13.664335664335622,87.10489510489484,19,20
14.370629370629326,88.22377622377594,19,21
14.783216783216737,89.20979020978993,19,22
14.853146853146807,90.23076923076894,19,23
14.440559440559394,91.22377622377594,20,0
13.71328671328667,92.44755244755216,20,1
13.006993006992966,93.53146853146824,20,2
12.412587412587374,94.47552447552418,20,3
11.993006993006954,95.13986013985985,20,4
11.965034965034928,95.4895104895102,20,5
12.377622377622338,95.83916083916054,20,6
13.265734265734224,96.22377622377593,20,7
14.510489510489466,96.44755244755214,20,8
15.83916083916079,96.23776223776193,20,9
16.720279720279667,96.10489510489481,20,10
17.328671328671277,95.97902097902067,20,11
17.314685314685264,96.26573426573395,20,12
16.678321678321627,96.74125874125843,20,13
15.741258741258694,97.5034965034962,20,14
14.979020979020934,98.57342657342627,20,15
14.251748251748207,99.65034965034934,20,16
13.678321678321636,100.46153846153815,20,17
13.391608391608349,100.77622377622347,20,18
13.370629370629327,100.39160839160809,20,19
13.503496503496462,99.5034965034962,20,20
13.89510489510485,98.13986013985983,20,21
14.251748251748207,96.67832167832137,20,22
14.370629370629326,95.58741258741229,20,23
13.727272727272684,94.93706293706265,21,0
12.95104895104891,94.51748251748222,21,1
12.258741258741221,94.00699300699272,21,2
12.160839160839123,93.5874125874123,21,3
12.69930069930066,93.25874125874097,21,4
13.951048951048907,92.67132867132838,21,5
15.7482517482517,91.86013986013958,21,6
17.923076923076867,90.56643356643329,21,7
20.461538461538396,88.83216783216756,21,8
23.195804195804122,86.89510489510462,21,9
25.41958041958034,84.69930069930044,21,10
26.545454545454465,82.64335664335638,21,11
26.05594405594398,80.43356643356618,21,12
24.391608391608315,78.28671328671304,21,13
21.72727272727266,75.91608391608368,21,14
18.755244755244696,73.30769230769208,21,15
16.04195804195799,71.0139860139858,21,16
13.818181818181774,69.20979020978999,21,17
12.363636363636324,68.23076923076901,21,18
11.930069930069891,68.16083916083895,21,19
12.60139860139856,68.62937062937041,21,20
14.279720279720236,69.58741258741237,21,21
16.349650349650297,70.80419580419559,21,22
18.153846153846096,71.86713286713264,21,23
19.391608391608333,72.76223776223753,22,0
19.69930069930064,73.55244755244732,22,1
19.013986013985956,73.79720279720257,22,2
17.468531468531413,73.3356643356641,22,3
15.46853146853142,72.44755244755223,22,4
13.293706293706252,71.40559440559417,22,5
11.391608391608356,70.37062937062916,22,6
9.902097902097871,69.76223776223755,22,7
8.88811188811186,69.3286713286711,22,8
8.489510489510463,69.17482517482496,22,9
8.58741258741256,69.25174825174804,22,10
8.95804195804193,69.26573426573404,22,11
9.440559440559412,69.38461538461517,22,12
9.741258741258711,69.54545454545433,22,13
9.909090909090878,69.76223776223755,22,14
9.839160839160808,70.3286713286711,22,15
9.671328671328641,70.63636363636343,22,16
9.545454545454515,71.0279720279718,22,17
9.538461538461508,71.07692307692285,22,18
9.573426573426543,70.96503496503473,22,19
9.671328671328641,70.90209790209768,22,20
9.792307692307663,70.55944055944033,22,21
9.929999293635625,69.85314685314663,22,22
9.925254291163352,68.77622377622356,22,23
9.860448642266793,67.62937062937041,23,0
9.890261001624607,66.45454545454524,23,1
9.538667393212819,65.67832167832148,23,2
9.435038446402054,65.4965034965033,23,3
9.740213322031474,65.67832167832148,23,4
10.384261950171009,66.56643356643335,23,5
11.143408107044435,68.03496503496483,23,6
11.961707736707698,69.97902097902076,23,7
12.860139860139821,72.44755244755223,23,8
13.660064935064895,74.46153846153823,23,9
14.332112332112288,76.30069930069907,23,10
14.628496503496457,77.75524475524452,23,11
14.479520479520435,77.72027972027948,23,12
13.656177156177112,78.25874125874101,23,13
12.335664335664298,79.5454545454543,23,14
11.321678321678286,81.6503496503494,23,15
10.454545454545421,84.19580419580393,23,16
9.727272727272696,87.25874125874098,23,17
9.11888111888109,90.86713286713258,23,18
8.74825174825172,94.27972027971998,23,19
8.874125874125847,97.30769230769201,23,20
9.482517482517453,99.4125874125871,23,21
10.454545454545421,100.83916083916051,23,22
11.412587412587376,101.27972027971995,23,23
12.426573426573388,100.4125874125871,24,0
13.23076923076919,100.5244755244752,24,1
14.111888111888067,100.86713286713257,24,2
14.881118881118834,101.62937062937031,24,3
15.517482517482469,102.26573426573395,24,4
15.999999999999948,103.01398601398569,24,5
16.46153846153841,103.65034965034931,24,6
16.818181818181767,104.09090909090877,24,7
17.181818181818127,104.48251748251715,24,8
17.46153846153841,104.8321678321675,24,9
17.50349650349645,105.16083916083883,24,10
17.24475524475519,105.50349650349617,24,11
16.881118881118827,105.7412587412584,24,12
16.083916083916034,105.8321678321675,24,13
15.02797202797198,105.97902097902065,24,14
13.811188811188767,106.01398601398567,24,15
12.594405594405556,106.01398601398567,24,16
11.692307692307656,105.96503496503463,24,17
11.17482517482514,105.85314685314651,24,18
11.160839160839124,105.8321678321675,24,19
11.433566433566398,105.82517482517449,24,20
12.006993006992968,105.90909090909057,24,21
12.804195804195764,105.93006993006959,24,22
13.440559440559399,105.97902097902065,24,23
13.85314685314681,105.99300699300666,25,0
13.6433566433566,105.84615384615351,25,1
13.18181818181814,105.58041958041926,25,2
12.594405594405554,105.06993006992974,25,3
12.083916083916046,104.58741258741225,25,4
11.916083916083878,104.02097902097869,25,5
12.111888111888074,103.64335664335633,25,6
12.999999999999961,103.25174825174793,25,7
14.328671328671284,102.96503496503465,25,8
15.99999999999995,102.96503496503463,25,9
17.839160839160783,103.09790209790177,25,10
19.195804195804136,103.36363636363603,25,11
19.999999999999936,103.67132867132834,25,12
19.97902097902092,104.05594405594373,25,13
19.300699300699243,104.5384615384612,25,14
18.00699300699295,105.06293706293673,25,15
16.398601398601347,105.65034965034931,25,16
14.72727272727268,106.09090909090875,25,17
13.027972027971988,106.51048951048918,25,18
11.825174825174788,106.63636363636331,25,19
11.167832167832133,106.67132867132835,25,20
10.860139860139826,106.60139860139827,25,21
11.01398601398598,106.48951048951014,25,22
11.237762237762203,106.30769230769197,25,23
11.279720279720244,106.19580419580386,26,0
11.181818181818146,106.30769230769197,26,1
10.881118881118848,106.48951048951014,26,2
10.545454545454513,106.60139860139827,26,3
10.328671328671296,106.82517482517449,26,4
10.216783216783185,106.79020979020945,26,5
10.195804195804165,106.5384615384612,26,6
10.496503496503463,106.04895104895071,26,7
10.965034965034931,105.46853146853113,26,8
11.370629370629336,104.49650349650317,26,9
11.804195804195768,103.4265734265731,26,10
11.895104895104858,102.25874125874095,26,11
11.440559440559404,101.0209790209787,26,12
10.727272727272693,99.62937062937033,26,13
9.734265734265705,97.81118881118852,26,14
8.685314685314658,95.4895104895102,26,15
7.66433566433564,92.93706293706265,26,16
6.832167832167811,90.272727272727,26,17
6.258741258741239,87.16783216783189,26,18
5.937062937062918,84.04195804195777,26,19
5.923076923076905,81.00699300699276,26,20
6.2447552447552255,77.71328671328646,26,21
6.6853146853146646,74.91608391608368,26,22
6.937062937062915,72.1258741258739,26,23
6.986013986013964,69.34265734265712,27,0
6.958041958041935,66.75524475524455,27,1
7.181818181818159,64.11188811188791,27,2
7.7132867132866885,61.608391608391415,27,3
8.51748251748249,59.566433566433375,27,4
9.496503496503466,57.972027972027796,27,5
10.489510489510456,56.60139860139843,27,6
11.412587412587378,55.67832167832151,27,7
12.503496503496464,55.027972027971856,27,8
13.615384615384574,54.29370629370612,27,9
14.076923076923034,53.59440559440543,27,10
13.657342657342616,52.44055944055928,27,11
12.552447552447513,51.37762237762222,27,12
11.062937062937028,50.90909090909075,27,13
9.608391608391578,50.93006993006976,27,14
8.160839160839135,51.39860139860123,27,15
6.9230769230769,52.44055944055928,27,16
5.8391608391608205,53.39860139860123,27,17
5.083916083916067,54.566433566433396,27,18
4.755244755244741,55.489510489510316,27,19
4.951048951048936,56.531468531468356,27,20
5.510489510489493,57.52447552447535,27,21
5.832167832167814,57.993006993006816,27,22
5.916083916083897,57.916083916083736,27,23
5.916083916083897,57.77622377622359,28,0
5.832167832167814,58.13286713286695,28,1
5.664335664335646,58.9790209790208,28,2
5.412587412587396,59.81818181818163,28,3
5.167832167832152,60.846153846153655,28,4
4.944055944055929,61.587412587412395,28,5
4.818181818181803,62.42657342657324,28,6
4.853146853146837,63.580419580419374,28,7
5.174825174825159,65.18881118881099,28,8
5.664335664335646,67.06993006992985,28,9
6.188811188811169,68.95804195804175,28,10
6.83216783216781,70.77622377622356,28,11
7.510489510489487,72.41258741258719,28,12
8.35664335664333,74.18181818181795,28,13
9.244755244755215,75.66433566433543,28,14
10.111888111888081,77.46153846153823,28,15
11.17482517482514,79.99999999999974,28,16
12.62237762237758,83.11188811188785,28,17
14.10489510489506,86.84615384615357,28,18
15.608391608391559,91.03496503496476,28,19
17.608391608391553,95.06293706293677,28,20
18.969930069930008,98.97202797202766,28,21
19.802288620470378,102.67832167832137,28,22
20.14427844882384,105.69930069930037,28,23
20.05209336118421,107.69230769230737,29,0
19.73768806950619,108.75524475524442,29,1
19.95780583053304,108.90209790209755,29,2
19.411747343565466,108.96503496503462,29,3
18.610002119092968,108.99999999999966,29,4
17.601521206066607,109.16783216783183,29,5
16.561129779311546,109.48951048951014,29,6
15.726590076590028,109.67832167832134,29,7
15.272727272727224,109.83216783216749,29,8
14.53711288711284,109.97202797202763,29,9
14.101565101565058,110.28671328671294,29,10
14.085664335664292,110.73426573426539,29,11
14.610389610389564,111.34965034965,29,12
15.70046620046615,111.90909090909057,29,13
17.62237762237757,112.41958041958006,29,14
18.650349650349593,112.88811188811152,29,15
19.846153846153783,113.18181818181782,29,16
21.07692307692301,113.42657342657307,29,17
22.685314685314616,113.58041958041923,29,18
24.293706293706215,113.74125874125839,29,19
25.846153846153765,113.93006993006958,29,20
27.391608391608308,114.09090909090872,29,21
28.762237762237675,114.39860139860104,29,22
30.03496503496494,114.8601398601395,29,23
30.839160839160744,115.40559440559403,30,0
